"SiteID","Year","Visit","Detectable","ObserverID","alyobs","bomvar","bufbuf","epical","hylarb","ichalp","lishel","lisvul","pel_sp","pelrid","rantem","tricri"
242,2002,2,1,57,0,1,1,0,0,1,1,0,1,0,0,0
243,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,2002,2,1,16,0,0,0,1,0,1,1,0,1,0,1,0
265,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,2002,2,1,16,0,0,0,1,0,1,0,0,0,0,1,0
289,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,2002,2,1,16,0,1,0,0,0,1,0,0,0,0,1,0
318,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,2002,2,1,12,0,1,0,1,0,0,0,0,0,0,0,0
331,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,2002,2,1,65,0,1,0,0,0,0,0,0,0,0,0,0
334,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,2002,2,1,23,0,0,0,0,0,1,1,0,0,0,0,0
338,2002,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0
339,2002,2,1,23,1,0,0,0,0,0,0,0,0,0,0,0
340,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,2002,2,1,23,0,0,0,0,0,1,0,0,0,0,0,0
343,2002,2,1,71,0,0,1,0,0,1,1,0,0,0,1,0
344,2002,2,1,21,1,0,0,0,0,1,0,0,0,0,1,0
345,2002,2,1,21,1,0,0,0,0,1,0,0,0,0,1,0
346,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,2002,2,1,71,0,0,0,0,0,0,0,0,0,0,0,0
348,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,2002,2,1,61,0,1,1,0,0,1,0,0,0,0,1,0
350,2002,2,1,63,0,0,0,0,0,0,0,0,0,0,0,0
351,2002,2,1,63,1,1,0,1,0,1,0,0,0,0,1,0
352,2002,2,1,63,0,0,0,0,0,0,0,0,0,0,0,0
353,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,2002,2,1,72,0,0,0,0,0,0,0,0,0,0,1,0
357,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,2002,2,1,63,0,0,0,0,0,1,1,0,1,0,0,0
360,2002,2,1,63,0,1,0,0,0,0,0,0,0,0,0,0
361,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,2002,2,1,72,0,0,0,0,0,0,0,0,0,0,0,0
365,2002,2,1,72,0,0,0,0,0,0,0,0,0,0,1,0
366,2002,2,1,61,0,0,0,0,0,1,0,0,0,0,0,0
367,2002,2,1,72,0,0,1,0,0,0,0,0,0,0,0,0
368,2002,2,1,61,1,0,0,0,0,1,1,0,0,0,0,0
369,2002,2,1,72,0,0,0,0,0,0,0,0,0,0,1,0
370,2002,2,1,61,1,0,0,0,0,1,1,0,0,0,0,0
371,2002,2,1,28,1,1,1,1,0,1,1,0,0,0,1,0
372,2002,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0
373,2002,2,1,3,1,1,1,0,0,1,0,0,0,0,0,0
374,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,2002,2,1,28,1,0,1,0,0,0,1,0,0,0,1,0
377,2002,2,1,28,0,1,1,0,0,1,0,0,0,0,1,0
378,2002,2,1,28,0,0,1,0,0,0,1,0,1,0,1,0
379,2002,2,1,28,0,1,1,0,0,1,1,0,1,0,1,0
380,2002,2,1,3,1,1,0,0,0,0,1,0,0,0,1,0
381,2002,2,1,3,0,1,0,0,0,1,1,0,0,0,0,0
382,2002,2,1,73,0,0,0,0,0,0,0,0,0,0,0,0
383,2002,2,1,73,0,1,1,0,0,0,0,0,0,0,0,0
384,2002,2,1,73,0,1,0,1,0,0,0,0,0,0,0,0
385,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,2002,2,1,3,0,1,0,1,0,1,0,0,0,0,1,0
388,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,2002,2,1,53,0,0,0,0,0,0,0,0,1,0,0,0
390,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,2002,2,1,16,0,1,0,0,0,0,0,0,0,0,0,0
394,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,2002,2,1,53,0,0,0,0,0,0,0,0,1,0,0,0
400,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,2002,2,1,16,0,0,0,1,0,0,0,0,0,0,1,0
407,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,2002,2,1,23,0,0,0,0,0,0,1,0,0,0,0,0
432,2002,2,1,61,0,1,1,0,0,1,0,0,0,0,1,0
433,2002,2,1,61,0,0,0,0,0,0,0,0,0,0,0,0
434,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,2002,2,1,21,0,1,0,0,0,0,0,0,1,0,1,0
439,2002,2,1,72,0,0,0,0,0,0,0,0,0,0,0,0
440,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,2002,2,1,72,0,0,0,0,0,0,0,0,0,0,0,0
445,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,2002,2,1,16,0,1,0,0,0,1,1,0,1,0,1,0
475,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,2002,2,1,16,0,1,0,1,0,0,0,0,0,0,1,0
482,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,2002,2,1,16,0,0,1,1,0,1,0,0,0,0,0,0
489,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,2002,2,1,53,0,0,0,0,0,0,0,0,1,0,0,0
492,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,2002,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0
494,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,2002,2,1,8,0,0,0,0,0,0,0,0,1,0,0,0
503,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,2002,2,1,66,0,1,0,0,0,0,0,0,0,0,0,0
505,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,2002,2,1,14,0,1,0,0,0,1,1,0,1,0,1,0
507,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,2002,2,1,14,0,1,0,0,0,1,1,0,1,1,0,0
511,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,2002,2,1,43,0,1,0,0,0,1,1,0,1,0,0,0
520,2002,2,1,5,0,0,1,0,0,0,0,0,0,0,1,0
521,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,2002,2,1,8,0,0,0,0,0,0,0,0,1,0,0,0
525,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,2002,2,1,32,0,1,1,0,1,0,0,0,1,0,0,0
530,2002,2,1,14,0,1,0,0,0,0,0,0,1,0,0,0
531,2002,2,1,32,0,0,0,0,1,0,0,0,1,0,1,0
532,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,2002,2,1,8,0,0,0,0,0,1,0,0,1,0,0,0
535,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,2002,2,1,43,0,0,0,0,0,0,0,0,1,0,0,0
538,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,2002,2,1,40,0,0,0,0,0,0,0,0,1,0,0,0
542,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,2002,2,1,68,0,0,0,0,0,1,1,0,1,1,0,0
545,2002,2,1,8,0,0,0,0,1,1,0,0,1,0,0,0
546,2002,2,1,8,0,1,0,1,1,0,0,0,1,0,0,0
547,2002,2,1,68,0,0,0,0,0,0,0,0,0,0,0,0
548,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,2002,2,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
